Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
24,1,1,81217,0,0,19/07/2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0
21,1,2,34935,0,0,21/06/2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0
53,1,4,61250,0,1,16/12/2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0
32,3,3,39665,1,0,25/05/2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0
34,1,1,60152,0,1,28/03/2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0
49,1,2,48920,0,2,20/10/2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0
55,2,3,89120,0,0,17/03/2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0
67,3,3,44124,0,1,05/11/2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0
38,2,1,81169,0,0,14/04/2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0
52,1,2,36443,1,1,02/03/2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0
23,1,1,26095,1,0,30/06/2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0
54,1,3,71367,0,0,23/08/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0
70,2,2,80184,0,0,03/01/2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0
49,1,4,30630,1,1,27/01/2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0
27,2,1,73454,0,0,03/01/2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0
22,1,2,42691,0,0,16/08/2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0
59,1,2,70503,0,0,30/09/2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0
25,1,2,25545,1,0,09/08/2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0
26,1,2,32880,1,0,12/04/2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0
55,3,3,77863,0,0,27/11/2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0
37,2,2,50353,0,0,06/08/2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0
48,1,1,61839,0,0,08/12/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0
53,3,2,49154,1,1,11/03/2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0
38,4,5,47682,0,1,15/02/2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0
44,1,1,72679,0,1,18/09/2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0
37,2,3,57954,1,1,18/06/2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0
51,1,2,65316,1,1,24/04/2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0
31,1,1,28567,1,0,17/06/2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0
62,2,3,47352,0,1,04/11/2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0
47,1,3,44931,0,1,18/01/2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0
47,1,4,76982,0,0,15/02/2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0
61,4,3,57247,0,1,08/08/2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0
32,2,1,22944,1,0,23/12/2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0
36,4,3,25315,1,0,11/07/2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0
43,1,5,43638,0,1,08/06/2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0
28,3,1,42710,1,0,28/11/2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0
31,3,2,84169,0,0,08/07/2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0
37,1,3,54058,0,1,06/04/2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0
24,4,2,24683,1,0,03/08/2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0
50,1,5,85620,0,0,01/07/2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0
33,1,2,47850,1,0,12/03/2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0
46,1,2,19514,1,1,26/01/2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0
41,2,2,27159,1,1,29/03/2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0
51,4,1,39548,1,1,31/03/2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0
25,1,1,21474,1,0,04/08/2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0
43,3,1,60504,0,1,02/07/2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0
50,1,2,22419,0,0,18/04/2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0
64,2,2,81698,0,0,11/06/2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0
60,1,3,43462,1,1,09/12/2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0
35,3,1,54880,1,0,03/01/2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0
31,1,2,79908,0,0,04/05/2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0
43,4,2,15315,0,0,08/03/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0
54,1,3,87771,0,1,22/05/2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1
35,1,2,33039,1,0,09/09/2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0
33,1,1,81741,0,0,16/06/2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0
42,2,3,71499,0,1,25/06/2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0
44,4,2,62466,0,1,15/01/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0
50,3,4,48799,0,1,11/05/2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0
64,3,3,52157,0,1,06/07/2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0
50,1,1,66565,0,1,12/05/2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0
62,2,3,29298,1,1,09/07/2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0
34,1,1,47691,0,1,07/05/2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0
42,1,3,38200,1,1,12/07/2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0
38,1,2,44989,0,1,09/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0
46,3,2,38443,1,1,27/01/2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0
35,4,1,38593,1,0,13/09/2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0
43,3,3,64413,0,1,08/01/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0
32,2,2,36959,1,0,10/02/2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0
36,3,2,61996,0,1,31/01/2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1
46,1,2,51287,1,1,04/01/2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0
43,1,2,13260,1,1,23/08/2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0
47,3,3,47472,1,1,16/09/2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0
57,2,3,54603,1,1,07/09/2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0
38,3,2,45207,1,1,11/10/2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0
62,1,3,40689,0,1,18/03/2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0
46,4,3,47821,1,1,20/10/2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0
62,2,2,27450,0,0,15/04/2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0
31,1,3,39453,1,0,04/03/2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0
43,4,3,26850,1,1,18/04/2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0
57,1,5,79800,0,0,23/09/2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0
52,2,2,61794,0,1,14/09/2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0
59,1,3,53863,0,1,17/05/2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0
54,1,3,24221,0,0,20/08/2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0
28,3,1,39684,1,0,10/12/2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0
37,2,2,92163,0,0,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0
48,2,1,69882,0,0,11/10/2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0
37,1,3,33178,1,0,30/01/2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0
41,3,2,59973,0,0,09/11/2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0
38,2,3,17459,1,0,19/09/2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0
43,1,4,23910,1,0,26/10/2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0
44,2,2,42169,1,1,19/10/2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0
35,4,2,26224,1,0,06/04/2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0
31,1,3,31089,1,0,17/08/2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0
52,1,1,30081,0,1,21/02/2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0
52,1,3,62807,0,1,31/08/2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0
58,1,1,72906,0,0,17/09/2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0
64,3,2,61467,0,2,12/09/2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0
47,2,3,49618,1,1,26/01/2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0
26,2,1,21888,1,0,29/12/2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0
41,1,5,42429,0,1,02/11/2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0
57,1,4,26150,2,1,03/11/2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0
37,0,2,30801,0,1,26/10/2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0
49,1,2,81168,0,0,05/07/2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0
44,2,1,26877,0,0,19/08/2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0
69,2,5,45006,0,0,18/07/2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0
39,0,2,18978,1,0,12/11/2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0
46,1,2,22574,2,1,28/10/2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0
43,3,1,48240,0,0,11/09/2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0
39,1,2,45837,1,1,26/07/2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0
48,2,1,35791,2,1,05/06/2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0
37,3,3,162397,1,1,06/03/2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0
35,1,5,54162,1,1,18/03/2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0
52,2,2,30522,0,1,17/08/2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0
52,3,2,54456,0,1,07/11/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0
42,1,1,31632,0,0,14/07/2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0
65,1,5,72298,0,0,03/10/2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0
35,4,1,36975,1,0,28/12/2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0
58,4,2,72635,0,0,06/03/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0
37,1,2,13624,1,0,20/01/2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0
38,1,1,84196,0,1,06/03/2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0
52,1,3,70971,0,1,21/09/2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0
35,3,4,34487,1,1,09/06/2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0
35,1,1,28769,1,0,18/12/2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0
43,3,2,69084,1,0,19/11/2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0
56,3,3,65488,0,0,13/06/2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0
44,4,2,62466,0,1,15/01/2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0
54,4,1,32218,0,0,15/02/2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0
40,1,1,83917,0,0,18/04/2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0
52,1,4,46102,2,1,03/10/2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0
61,1,1,84574,0,0,06/04/2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0
51,1,2,56181,0,1,01/08/2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0
62,2,4,63120,0,1,28/09/2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0
42,1,2,73691,0,1,11/06/2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0
52,1,3,63381,0,1,10/05/2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0
66,3,3,76140,0,0,13/05/2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0
53,3,4,62859,0,1,30/12/2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0
49,1,1,45906,0,1,05/07/2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0
66,2,3,77632,0,0,03/10/2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0
42,3,2,46463,1,1,18/08/2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0
43,1,3,105471,0,0,21/01/2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0
43,2,4,55282,1,0,13/12/2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0
37,2,2,78710,0,1,23/05/2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0
55,1,3,66886,0,1,16/09/2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0
54,2,1,98777,0,0,17/02/2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0
27,1,3,29103,1,0,27/08/2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0
38,1,2,67445,0,1,08/12/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0
64,3,3,50616,0,1,13/04/2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0
57,1,4,49431,0,1,08/03/2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0
39,1,4,153924,0,0,02/07/2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
61,1,3,61278,0,1,01/04/2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0
54,4,3,26490,0,0,22/09/2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0
66,3,3,73059,0,1,31/08/2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0
47,3,1,46734,1,2,21/10/2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0
49,1,3,56253,0,1,12/07/2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0
28,1,2,19986,1,0,14/11/2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0
38,1,5,58330,0,1,25/12/2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0
32,0,2,25965,0,0,09/07/2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0
57,2,3,14661,0,0,01/01/2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0
53,1,2,18690,0,0,28/12/2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0
39,3,3,45068,0,1,16/05/2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0
26,0,1,21063,1,0,25/09/2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0
45,3,2,29187,1,0,05/09/2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0
42,4,2,54690,1,1,11/07/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0
49,3,2,59304,0,1,29/07/2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0
51,2,1,59247,0,2,11/08/2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0
42,1,5,66731,0,1,09/12/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0
33,1,2,77353,0,1,16/12/2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0
37,3,1,52614,0,1,12/01/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0
40,1,2,26751,2,0,22/05/2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0
49,3,2,81300,0,1,30/10/2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0
35,1,1,70337,0,0,01/02/2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0
28,4,2,36145,1,0,16/06/2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0
33,3,1,65295,0,0,23/12/2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0
50,1,4,68118,0,1,18/10/2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0
45,1,4,68743,0,0,30/08/2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0
31,4,3,41039,0,0,25/07/2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0
58,1,3,38946,0,1,24/10/2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0
46,1,3,65777,0,0,19/12/2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0
37,3,4,66476,0,1,03/07/2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0
40,3,1,86857,0,0,09/12/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0
30,3,2,160803,0,0,08/04/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0
25,3,3,77845,0,0,16/05/2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0
44,3,3,69476,0,0,30/09/2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0
52,3,4,50611,0,1,10/04/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0
43,1,1,61209,0,0,25/08/2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0
55,2,3,42315,0,1,07/12/2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0
61,0,3,13084,0,0,11/02/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0
64,2,5,47570,1,1,29/05/2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0
52,2,2,61923,0,2,26/07/2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0
19,1,1,34824,0,0,26/03/2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0
64,3,1,26518,1,1,04/08/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0
52,1,1,45938,0,0,11/03/2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0
54,1,3,78468,0,0,04/09/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0
40,1,4,78901,0,1,17/09/2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0
36,1,2,71427,2,0,03/12/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0
36,1,4,71022,0,1,02/11/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0
26,2,1,90247,0,0,29/04/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0
45,2,4,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0
27,1,2,71952,1,0,01/10/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0
44,3,4,35682,1,0,27/06/2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0
62,1,4,43185,0,1,04/10/2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0
65,3,3,66375,0,1,21/11/2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0
42,2,2,35178,1,0,01/10/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0
27,1,2,25252,1,0,07/12/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0
47,2,1,55250,0,1,21/10/2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0
38,1,1,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0
60,1,3,58398,0,0,14/05/2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0
31,1,3,50272,1,0,08/07/2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0
37,3,2,76618,0,0,12/07/2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0
52,4,4,87305,0,0,23/09/2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0
35,1,3,25851,1,0,02/11/2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0
43,1,4,58710,0,1,31/03/2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0
56,1,1,45160,1,1,29/03/2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0
47,2,2,74806,0,1,19/12/2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0
59,1,2,59111,0,0,05/02/2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0
30,3,2,18988,1,0,23/05/2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0
48,1,2,72190,0,0,13/02/2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0
36,1,2,7500,1,0,08/01/2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0
48,1,2,44794,0,1,06/08/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0
58,1,2,80395,0,0,23/11/2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0
38,2,4,75012,0,0,25/01/2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0
48,2,2,56962,2,1,10/11/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0
22,1,3,89891,0,0,15/04/2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0
64,3,4,35946,1,1,27/09/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0
59,3,3,53593,1,1,08/07/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0
35,1,2,66373,1,1,06/12/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0
65,3,4,45072,1,2,16/10/2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0
40,1,4,89694,1,1,10/09/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0
65,1,2,72025,0,0,29/04/2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0
40,1,2,67432,0,1,29/03/2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0
62,2,3,70545,0,1,06/03/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0
24,0,2,17487,1,0,18/03/2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0
43,1,3,62882,0,1,08/09/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0
60,3,1,64108,0,1,23/03/2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0
57,2,3,34941,1,1,03/06/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0
64,3,1,48767,1,2,01/01/2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0
35,4,3,38702,1,0,08/01/2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0
50,1,2,82224,0,0,25/01/2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0
61,1,3,83844,0,0,05/12/2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0
38,4,2,17003,1,0,12/09/2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0
19,1,1,71163,0,0,03/09/2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0
43,1,1,33697,1,0,15/09/2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0
60,4,2,63564,0,0,29/01/2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0
41,3,3,83443,0,0,31/12/2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0
55,3,3,51518,0,1,10/03/2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0
38,1,5,58330,0,1,25/12/2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0
44,1,2,80952,0,0,28/02/2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0
35,1,3,75507,0,0,05/02/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0
35,4,3,63855,0,0,02/09/2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0
40,3,3,62220,0,1,08/11/2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0
49,1,2,58512,0,1,19/09/2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0
34,2,2,40662,1,0,15/03/2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0
55,3,2,38829,0,1,04/06/2014,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0
32,4,2,35523,1,0,10/03/2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0
47,1,1,79146,1,1,24/04/2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0
